date,well_id,oil,down_hole_presure,down_hole_temperature,production_pipe_pressure,choke_size_pct,well_head_presure,well_head_temperature,choke_size_pressure,year,month,day,day_of_year,day_of_week,quarter,is_month_start,is_month_end,maintenance_event,holiday_effect
2021-01-19,WELL_001,316.5589166015455,242.51206682619176,78.33401371684045,183.27542645056292,33.17680568870837,24.7320772789271,79.30962639554998,10.0,2021,1,19,19,1,1,0,0,0,0.8
2021-01-20,WELL_001,294.5563334399119,252.03715195568026,87.16620540123053,181.297597290047,24.039309146574134,10.0,69.49603534638884,10.010892456245546,2021,1,20,20,2,1,0,0,0,0.8
2021-01-21,WELL_001,424.75419460146986,278.22571564723097,99.51478537145226,209.7225645342471,77.37378450710854,44.60719336249872,66.44019123808637,11.739713192184661,2021,1,21,21,3,1,0,0,0,0.8
2021-01-22,WELL_001,349.3300664781059,243.64865485771654,91.42926092779322,204.19446028369242,66.51592191481467,20.04663600066369,79.90537369673106,10.0,2021,1,22,22,4,1,0,0,0,0.8
2021-01-23,WELL_001,327.20076921095654,338.70768172785137,99.13985838297822,125.37036170667162,37.24391028638773,30.826457971750543,84.70739154242017,10.0,2021,1,23,23,5,1,0,0,0,0.8
2021-01-24,WELL_001,260.6693316203944,301.9109632586225,85.38756797660686,165.6102970221223,5.775150034060584,18.924152562907395,52.91909926586932,10.0,2021,1,24,24,6,1,0,0,0,0.8
2021-01-25,WELL_001,337.06277739636676,276.9170021349374,92.87173973357578,160.13017587172766,16.389502315279525,22.133904308899876,57.61697830819418,14.672228191408767,2021,1,25,25,0,1,0,0,0,0.8
2021-01-26,WELL_001,367.24151653694395,350.0,86.34297035564066,192.2813531725638,38.176790003888925,49.61399783149224,81.0592752433329,10.0,2021,1,26,26,1,1,0,0,1,0.8
2021-01-27,WELL_001,311.14528901599635,240.86619347307914,89.96438458485963,156.20646333800298,30.760948803356634,37.535404420884944,79.77120034827541,10.0,2021,1,27,27,2,1,0,0,0,0.8
2021-01-28,WELL_001,380.53641082555515,206.9643212474291,72.74482443983463,162.82098771809706,46.28108886786222,34.188935514985765,72.24740413141208,15.405082411684024,2021,1,28,28,3,1,0,0,0,0.8
2021-01-29,WELL_001,337.29125895365377,208.37111565918093,97.80025646963712,192.92101774555266,24.198357959703934,10.0,82.70476114996896,10.0,2021,1,29,29,4,1,0,0,0,0.8
2021-01-30,WELL_001,315.38278125930253,350.0,78.55890123278286,178.88886379326047,23.741799965844493,31.11102514575819,59.4483261633801,10.0,2021,1,30,30,5,1,0,0,0,0.8
2021-01-31,WELL_001,302.05320244967714,259.6841946460429,97.7691433595104,124.92311707603943,18.730979147419255,54.6600905835673,50.0,10.0,2021,1,31,31,6,1,0,1,0,0.8
2021-02-01,WELL_001,484.72722639661885,350.0,102.9968256815247,191.4745449578948,76.55894981997375,54.12413492054022,80.36868988466574,26.3649848209014,2021,2,1,32,0,1,1,0,0,1.0
2021-02-02,WELL_001,401.5232175531909,289.85862049534217,101.20256593482932,155.90220895932723,67.26683907092847,72.5466359937442,71.78340390937335,15.362009281432801,2021,2,2,33,1,1,0,0,0,1.0
2021-02-03,WELL_001,355.28948543606356,285.5774956783898,103.3055734280741,124.65319469959408,27.200371510375923,51.37308304280792,77.15032184054485,10.0,2021,2,3,34,2,1,0,0,0,1.0
2021-02-04,WELL_001,440.6568828564038,342.1046264307149,88.4301467798182,200.8355758706816,85.56185345546541,42.168208880949834,63.72455398690328,10.0,2021,2,4,35,3,1,0,0,0,1.0
2021-02-05,WELL_001,349.4602821357454,349.5859001260171,109.6352645976409,170.14068036939466,30.463207978779366,22.11190585239637,54.65986020977783,10.0,2021,2,5,36,4,1,0,0,0,1.0
2021-02-06,WELL_001,374.0375796366244,350.0,105.38627445582456,211.98357230144413,24.447553751818006,26.254536920736495,76.60075078696208,10.0,2021,2,6,37,5,1,0,0,0,1.0
2021-02-07,WELL_001,277.1338584022336,350.0,85.39817136563755,106.86166038846214,30.77990558959864,10.0,84.66320621236034,10.0,2021,2,7,38,6,1,0,0,0,1.0
2021-02-08,WELL_001,346.89752790205563,312.13114085823963,94.5105956478371,174.8588600099801,38.320833575381336,24.181870181692624,89.2151985235778,10.0,2021,2,8,39,0,1,0,0,0,1.0
2021-02-09,WELL_001,416.2805402892768,320.4656189317029,91.59454786029809,127.07592531423496,62.555850827893686,54.09291615811037,91.34521930441834,10.0,2021,2,9,40,1,1,0,0,0,1.0
2021-02-10,WELL_001,441.40866534764086,304.0327915030092,89.23911237266563,228.1416347899927,51.333974119722214,36.061223113733234,76.82868911965949,14.764159263734376,2021,2,10,41,2,1,0,0,0,1.0
2021-02-11,WELL_001,416.6451264740773,235.05604906531218,94.44436978356268,167.55115117382948,64.856346181777,48.627349850478886,69.86703608032545,19.153353519601083,2021,2,11,42,3,1,0,0,0,1.0
2021-02-12,WELL_001,404.485265685739,246.9296483025319,85.1945867456548,225.98030981825104,66.76666690882081,38.53222425114666,81.35614012645776,10.0,2021,2,12,43,4,1,0,0,0,1.0
2021-02-13,WELL_001,355.8511243677839,295.7487889994347,88.50593749855128,205.14628728678457,18.37963914513788,32.77310272400878,78.6208240242988,10.0,2021,2,13,44,5,1,0,0,0,1.0
2021-02-14,WELL_001,303.5475972181808,294.58420925834196,95.12409830410908,146.25182376511825,5.044324691369265,23.632305844045693,65.86563186305403,10.132056727272516,2021,2,14,45,6,1,0,0,0,1.0
2021-02-15,WELL_001,379.56410273349155,230.2275973862134,94.86429290648887,142.44973130567544,69.68462465598887,19.259303327745286,54.84050783940276,10.0,2021,2,15,46,0,1,0,0,0,1.0
2021-02-16,WELL_001,391.9842319907442,287.5676289695639,97.47104629461559,177.4991150320342,42.08305574549545,30.47180656060249,67.60978022192006,10.0,2021,2,16,47,1,1,0,0,0,1.0
2021-02-17,WELL_001,461.03936143646706,290.9281297715433,91.15079100135507,176.87367575593112,82.11624436390298,40.315352299248616,88.11913355646348,15.799782020211172,2021,2,17,48,2,1,0,0,0,1.0
2021-02-18,WELL_001,429.6875688598778,265.94250892084546,82.4572529777455,200.34476238078292,26.243954046826538,16.67332386301631,87.91387510617474,10.0,2021,2,18,49,3,1,0,0,0,1.0
2021-02-19,WELL_001,335.6438234106552,350.0,96.26877049512835,149.1108576596613,23.456345203628175,45.245411996800314,89.34788670840044,10.0,2021,2,19,50,4,1,0,0,0,1.0
2021-02-20,WELL_001,388.7466420999592,229.82798900296237,81.43884641510198,147.41836269497392,49.47180361187718,10.0,75.83401883151285,10.0,2021,2,20,51,5,1,0,0,0,1.0
2021-02-21,WELL_001,357.5144569738723,249.3113478513838,94.61808951566584,134.56929424412735,32.227766954427,33.30050900691319,84.9344843051735,10.0,2021,2,21,52,6,1,0,0,0,1.0
2021-02-22,WELL_001,386.78679410625375,250.62303401124547,91.459242300968,168.73289399194925,30.121741339593356,29.303985298613405,75.8610293821516,21.476457658684488,2021,2,22,53,0,1,0,0,0,1.0
2021-02-23,WELL_001,445.52960169054205,195.72291233453447,106.59599609370589,164.47519357942855,41.092770208768485,55.22987575810937,93.3857814706452,15.161855330159591,2021,2,23,54,1,1,0,0,0,1.0
2021-02-24,WELL_001,465.155031777702,261.97045354554297,110.51131086065476,178.50981408289604,78.49004932400237,55.00756959609852,79.33951964335004,14.00346430475315,2021,2,24,55,2,1,0,0,0,1.0
2021-02-25,WELL_001,461.4235431982944,269.9009491372901,99.52625753447934,213.593874508726,86.81887278394527,39.388222642533975,84.72872379735662,15.673743396743784,2021,2,25,56,3,1,0,0,0,1.0
2021-02-26,WELL_001,382.50703386572786,348.32499925681253,100.45478567675922,195.68752704088502,22.91934458445433,39.595850556591316,64.25372107252244,11.092661142831236,2021,2,26,57,4,1,0,0,0,1.0
2021-02-27,WELL_001,365.0103793717804,310.57178838847943,83.0615750065095,181.95622140734318,57.71880396105661,37.80310635387439,75.5929006926123,11.7049130701601,2021,2,27,58,5,1,0,0,0,1.0
2021-02-28,WELL_001,394.51208681365847,229.14545904331305,98.28493365638649,174.77867127756454,43.67559048676692,14.65167638518752,85.80886627652326,10.0,2021,2,28,59,6,1,0,1,0,1.0
2021-03-01,WELL_001,479.9195307205062,299.22391905680564,103.85908927139542,209.60363490065816,70.52797310322252,72.27275397240675,84.55267065555186,13.644721727577492,2021,3,1,60,0,1,1,0,0,1.0
2021-03-02,WELL_001,415.23715929696203,322.7852040137609,97.54415452049206,130.3856299657237,57.075500128420494,16.104398893435103,78.63420261786945,13.26784743632193,2021,3,2,61,1,1,0,0,0,1.0
2021-03-03,WELL_001,429.2253460501282,290.49249528597085,110.91594189559116,173.14786168743635,11.908667739414454,49.95374020775639,100.06848060334303,11.018869697130153,2021,3,3,62,2,1,0,0,0,1.0
2021-03-04,WELL_001,388.57492616972877,268.0380947324976,95.12718718854818,192.9161656120388,43.55246934768009,45.1086139963879,80.16967104552451,15.94767528262338,2021,3,4,63,3,1,0,0,0,1.0
2021-03-05,WELL_001,385.31070191636974,213.62300009397177,96.58966996577993,163.0592233271592,52.959698470705256,20.931686902543156,67.58829755793595,10.0,2021,3,5,64,4,1,0,0,0,1.0
2021-03-06,WELL_001,432.491662007739,230.1322238369376,80.9648707619675,153.11245645617208,52.07529262984383,47.14347214050545,91.04434118483934,10.511039694565149,2021,3,6,65,5,1,0,0,0,1.0
2021-03-07,WELL_001,457.66080128568706,318.67711110934874,92.58859332427622,171.53916224961276,76.12384382429084,48.6982038269634,80.14828184187489,21.20298475819139,2021,3,7,66,6,1,0,0,0,1.0
2021-03-08,WELL_001,438.239544528885,336.5146061202011,99.3288793958523,209.5864879832659,44.06950994193033,64.51316512907057,74.60858684362593,10.0,2021,3,8,67,0,1,0,0,0,1.0
2021-03-09,WELL_001,487.4189804051411,324.20307319626863,99.00410915702315,231.98018399758718,12.550262809549963,29.48588162631785,94.27882490569945,17.179194781972562,2021,3,9,68,1,1,0,0,0,1.0
2021-03-10,WELL_001,459.31362112714356,238.1338359095331,81.56432217120036,201.42165315595656,84.11258082816163,21.73426248563319,90.71899603391542,10.0,2021,3,10,69,2,1,0,0,0,1.0
2021-03-11,WELL_001,414.7896110427694,222.59194052343844,113.94714634817926,216.49714073510046,43.17732948600362,29.596169465652274,66.15384292315593,10.0,2021,3,11,70,3,1,0,0,0,1.0
2021-03-12,WELL_001,460.86280224787873,278.15307117440045,110.67978461900182,194.05705360183967,72.60833991600614,36.99616557384821,66.41999076572937,10.0,2021,3,12,71,4,1,0,0,0,1.0
2021-03-13,WELL_001,470.0536454909686,175.54617410503585,104.50791876097381,205.55710102845728,60.00698559732044,55.30560290727672,73.10888010101729,10.0,2021,3,13,72,5,1,0,0,0,1.0
2021-03-14,WELL_001,399.93182824005225,284.6346144666512,99.94234504009175,184.30545520701656,66.34380648495076,24.05238950834817,70.51508293778454,10.0,2021,3,14,73,6,1,0,0,0,1.0
2021-03-15,WELL_001,517.3489645116302,231.0093700102265,96.17013152236592,189.04024127225705,83.82872146808441,17.97174803796362,88.13075308459182,20.242352629936963,2021,3,15,74,0,1,0,0,0,1.0
2021-03-16,WELL_001,329.8314703159615,259.4395696442039,87.22738164723378,184.45236311768258,45.5419052910889,27.040535265658146,75.78653020326442,10.0,2021,3,16,75,1,1,0,0,0,1.0
2021-03-17,WELL_001,485.4856126968851,182.59367336319949,104.17025817092075,213.0623307509824,37.384088017843595,82.31419981542682,74.37907761348032,13.480641640010294,2021,3,17,76,2,1,0,0,0,1.0
2021-03-18,WELL_001,453.1971180707177,282.78978782833906,93.91860009540777,169.74105805010618,69.05465871326909,50.555724447805446,75.80829859148763,10.0,2021,3,18,77,3,1,0,0,0,1.0
2021-03-19,WELL_001,436.60466922903595,232.85811285043596,89.36366078057085,169.31356274506004,36.708902859457595,40.74151371681642,69.76193626983533,21.57623368355356,2021,3,19,78,4,1,0,0,0,1.0
2021-03-20,WELL_001,409.8852349440976,242.07789435603655,96.51866109042821,127.6260866844996,53.115583043243085,50.97496714298492,100.8903571531863,22.826719907443984,2021,3,20,79,5,1,0,0,0,1.0
2021-03-21,WELL_001,317.01739884295984,158.3035839810313,89.72850772087261,144.3628520309323,38.64604650394351,32.53832792425729,81.43957330523759,10.0,2021,3,21,80,6,1,0,0,0,1.0
2021-03-22,WELL_001,442.514765047312,256.64725731741953,84.99989493328194,228.3799733745069,70.24549216113991,53.608614612920476,68.59741410889269,20.71737743896445,2021,3,22,81,0,1,0,0,0,1.0
2021-03-23,WELL_001,469.2500657180285,318.620140795097,91.05111030092182,227.94588466089036,67.14330323865613,45.404323501998974,81.89824675115023,10.0,2021,3,23,82,1,1,0,0,0,1.0
2021-03-24,WELL_001,520.4652320133682,334.5082775917042,96.207529536195,199.7836381175336,89.43578235849229,38.89675779392265,77.38415297646822,25.028845129188802,2021,3,24,83,2,1,0,0,0,1.0
2021-03-25,WELL_001,431.41784017768583,248.2632619253967,110.49801453433491,215.68636327684422,53.21521565158004,30.086230858960676,71.0691823470383,10.0,2021,3,25,84,3,1,0,0,0,1.0
2021-03-26,WELL_001,419.1377878698065,259.04576656439843,96.63183517886105,179.6559878723198,14.275809526917762,30.104053265102902,80.3372104326606,13.092310015602157,2021,3,26,85,4,1,0,0,0,1.0
2021-03-27,WELL_001,388.09093303869594,266.6678362002784,81.55222224184256,146.43063942811054,34.049375450734644,49.929144078612595,68.37914244433996,10.0,2021,3,27,86,5,1,0,0,0,1.0
2021-03-28,WELL_001,452.56509529659337,223.196167922531,103.71006318177143,205.03779458830803,81.27436412633968,28.016300891610378,73.1894508242296,10.0,2021,3,28,87,6,1,0,0,0,1.0
2021-03-29,WELL_001,472.6537999346858,281.2189325204526,84.11270798179171,203.29142658447572,64.92228739026778,57.23931676712445,86.675390836935,18.32086971919846,2021,3,29,88,0,1,0,0,0,1.0
2021-03-30,WELL_001,434.8007908304832,294.55147040947594,107.02773513559492,184.26491140248433,65.69593042956937,43.79885482489272,74.07090246574265,10.0,2021,3,30,89,1,1,0,0,0,1.0
2021-03-31,WELL_001,482.51703449010097,319.01439162188746,97.66902149736755,188.99862719953512,82.56907052148247,56.926304548936706,91.97144631070282,17.014286622469367,2021,3,31,90,2,1,0,1,0,1.0
2021-04-01,WELL_001,450.3403876025692,246.5360295701018,91.44042584437982,188.4527979683091,45.803683371586196,62.94233406520714,109.02857464269158,17.813360022794292,2021,4,1,91,3,2,1,0,0,1.0
2021-04-02,WELL_001,490.3168070285685,265.8281275706905,107.09614386068131,237.2436528903484,54.05114425958599,41.58730239453167,70.3426521108853,10.0,2021,4,2,92,4,2,0,0,0,1.0
2021-04-03,WELL_001,371.1429111000619,279.5507913931207,88.63864874412671,207.2565667084716,49.12076688834814,20.283835020698255,59.547321806148815,10.0,2021,4,3,93,5,2,0,0,0,1.0
2021-04-04,WELL_001,388.6707998430562,233.42780985630608,81.49028425400329,191.24839695326037,27.152149369699295,11.109242868445751,54.78341309384665,13.780179546131315,2021,4,4,94,6,2,0,0,0,1.0
2021-04-05,WELL_001,431.35056928168507,246.80160409458537,91.18423255365794,192.85910060320637,100.0,34.14006185894849,77.29949469378616,11.623514203536638,2021,4,5,95,0,2,0,0,0,1.0
2021-04-06,WELL_001,383.893148079368,312.5051169256053,103.45197941576303,184.7575422597672,62.8202693932034,10.0,74.20094758280261,10.0,2021,4,6,96,1,2,0,0,0,1.0
2021-04-07,WELL_001,463.8326177859005,319.104485117639,90.30619099219508,153.25383499650297,92.03255121465853,51.8961493045731,89.73813361775039,21.03344550267935,2021,4,7,97,2,2,0,0,0,1.0
2021-04-08,WELL_001,463.01057713877077,215.57184684473847,77.4394548572854,213.69634648135778,38.499254674817436,42.243781160676306,79.69469355872742,10.0,2021,4,8,98,3,2,0,0,0,1.0
2021-04-09,WELL_001,452.2490800122677,311.4537745553003,92.74486672358736,176.25091934202936,68.14170935456005,48.24181755729772,62.97056995974728,11.625210592093904,2021,4,9,99,4,2,0,0,0,1.0
2021-04-10,WELL_001,396.94095213055266,255.21377062145527,103.83858785013811,183.49950236298446,81.12433590381447,57.37105472719011,58.97275827461655,22.63500249762062,2021,4,10,100,5,2,0,0,0,1.0
2021-04-11,WELL_001,344.48598585557875,258.87936585157934,106.8682168272933,129.23474324910674,24.871563820716933,22.199055881590027,76.56230415141407,10.142754711913478,2021,4,11,101,6,2,0,0,0,1.0
2021-04-12,WELL_001,435.3575886569593,217.21666196426304,97.05816097326041,198.00364136730187,58.1278645784869,41.94790707113241,85.43366338048845,13.598721305292738,2021,4,12,102,0,2,0,0,0,1.0
2021-04-13,WELL_001,439.6203595103771,147.78538198187204,94.6650633778795,184.16415682890397,57.919964456342605,40.261407927492826,77.81758679392851,21.3815620387495,2021,4,13,103,1,2,0,0,0,1.0
2021-04-14,WELL_001,419.6959202117901,288.3808755248356,101.85595375891947,190.43494257062434,39.56296562878195,35.485488072488764,70.13290687059855,12.855881139821589,2021,4,14,104,2,2,0,0,0,1.0
2021-04-15,WELL_001,449.2964248744737,288.2859550462369,81.68815997214452,179.93949086059993,71.59797566567323,36.33008903127616,79.67015830581909,13.643367570938471,2021,4,15,105,3,2,0,0,1,1.0
2021-04-16,WELL_001,475.49245502877955,246.35436406803,98.10287996391278,131.52273512957242,82.61015619110076,70.36149371259114,97.68245622066576,10.0,2021,4,16,106,4,2,0,0,0,1.0
2021-04-17,WELL_001,497.13781149479973,277.5266162685998,102.98665302076039,212.53696598922323,65.9441161858537,40.73312112644529,83.94948629698837,12.769373755875398,2021,4,17,107,5,2,0,0,0,1.0
2021-04-18,WELL_001,420.79574363317175,269.5752809047584,104.24543787456159,196.74217260176346,66.15699868447393,40.482882429140034,73.29766376597816,13.085287967715567,2021,4,18,108,6,2,0,0,0,1.0
2021-04-19,WELL_001,471.16758777269337,208.54622889149965,97.44412466286808,219.89343160943037,38.88681310143804,13.521637763311972,75.91311706524647,18.30282505041495,2021,4,19,109,0,2,0,0,0,1.0
2021-04-20,WELL_001,456.9836385533726,232.99302318863988,93.43398110966832,191.49837838628721,31.514563139605244,53.083713089961016,68.64968764436739,17.34409366809234,2021,4,20,110,1,2,0,0,0,1.0
2021-04-21,WELL_001,374.74488464707446,306.5194348920462,79.76919035534779,186.50640873362258,66.61807454057531,44.03104823348568,85.59816196353448,10.0,2021,4,21,111,2,2,0,0,0,1.0
2021-04-22,WELL_001,460.6523495129978,218.00065561723451,90.35640774889245,169.48352795189948,64.23374232309239,44.61331447195864,80.01143198453445,14.461214508980884,2021,4,22,112,3,2,0,0,0,1.0
2021-04-23,WELL_001,465.31171792823994,248.94411178679627,100.57890252759208,168.70775140991645,53.05860980351576,43.80874853449913,55.69027099285712,23.943697293189636,2021,4,23,113,4,2,0,0,0,1.0
2021-04-24,WELL_001,527.8674138100553,194.44503702044318,95.60756167777403,208.14593727792186,78.19756808835751,53.78330469179791,81.738414924315,15.114484023375809,2021,4,24,114,5,2,0,0,0,1.0
2021-04-25,WELL_001,409.04557144847996,289.55896821658956,102.84369129140141,204.23494335501172,89.98411411525288,66.32157032036974,89.81222387196135,13.774794445182764,2021,4,25,115,6,2,0,0,0,1.0
2021-04-26,WELL_001,478.4386426039499,259.84621796722365,112.84268672297618,237.22324686130528,67.73042357379835,21.097768231300954,80.08172662036964,18.860897101661134,2021,4,26,116,0,2,0,0,0,1.0
2021-04-27,WELL_001,464.06286713488265,196.39912199203235,98.13297224232286,161.0737525493526,58.53487740322397,48.813422560703174,82.98336504257288,10.0,2021,4,27,117,1,2,0,0,0,1.0
2021-04-28,WELL_001,413.7902696514208,350.0,96.61725241774063,224.98698920002857,66.65026081726839,18.22233990608828,73.8095025340361,20.15568780333534,2021,4,28,118,2,2,0,0,0,1.0
2021-04-29,WELL_001,518.5636925701568,204.3417168101033,96.2237112062333,162.8124403181743,75.25555409465224,35.856395259200085,94.61161268978972,10.0,2021,4,29,119,3,2,0,0,0,1.0
2021-04-30,WELL_001,501.7295369605669,206.7485364626552,101.94801567467299,166.09135446940957,100.0,38.0822335993277,75.46130368607142,11.289591472049517,2021,4,30,120,4,2,0,1,0,1.0
2021-05-01,WELL_001,420.6164376169371,263.2529607575699,99.64522041049655,173.69005557128204,63.39638890293272,34.680250906806236,57.67975474092653,10.0,2021,5,1,121,5,2,1,0,0,1.0
2021-05-02,WELL_001,344.71856453423675,318.7786220947753,99.61713032816637,126.67502816441359,73.70994068465347,24.12994305002882,67.61695059737016,10.0,2021,5,2,122,6,2,0,0,0,1.0
2021-05-03,WELL_001,492.3057439921244,198.798221895388,96.56558164458609,151.50933773912072,59.847119008795055,28.38383905605911,93.64440569028987,10.0,2021,5,3,123,0,2,0,0,0,1.0
2021-05-04,WELL_001,366.78670217434734,299.5848680585119,96.8901982621769,170.66181832013828,24.87275116715206,48.0739534173865,64.11718430463688,10.0,2021,5,4,124,1,2,0,0,0,1.0
2021-05-05,WELL_001,456.9685692210121,298.55261294462196,105.52060968364971,163.00825360635076,84.01588871330128,20.874534508741778,106.93201440206776,14.562563228140906,2021,5,5,125,2,2,0,0,0,1.0
2021-05-06,WELL_001,529.820503161449,260.12264083504255,88.65324699784742,224.02138285617903,99.60886540534628,48.988100269464354,90.58877059180406,15.100653634469722,2021,5,6,126,3,2,0,0,0,1.0
2021-05-07,WELL_001,387.36586536911904,266.0186658507709,105.74607362405258,167.80024312933577,46.601600143234755,35.910600814216735,82.35108109324227,16.591919513076935,2021,5,7,127,4,2,0,0,0,1.0
2021-05-08,WELL_001,363.8836021678752,271.1067224878622,89.02393786879595,160.20258596708084,72.89193876311667,23.06033184191287,69.27903105359381,10.54710936513141,2021,5,8,128,5,2,0,0,0,1.0
2021-05-09,WELL_001,394.47231142894384,228.9836683846183,96.2097013152555,165.40141518362856,57.05659086551856,29.4994506514138,79.48176952073021,16.506182713619793,2021,5,9,129,6,2,0,0,1,1.0
2021-05-10,WELL_001,411.35359556477096,281.62117976590173,100.77000824981593,178.38196435719954,54.76984664065676,10.097946900412673,72.45889207294331,10.0,2021,5,10,130,0,2,0,0,0,1.0
2021-05-11,WELL_001,364.92014560202404,238.20239667022224,85.20458297881883,139.95491862143734,56.80384474509131,39.613015632656065,71.84146391613471,10.0,2021,5,11,131,1,2,0,0,0,1.0
2021-05-12,WELL_001,438.4753338662712,119.62280221131695,94.79088072612862,208.50975246497768,51.02025211972414,19.328472569474005,91.6252442720068,10.0,2021,5,12,132,2,2,0,0,0,1.0
2021-05-13,WELL_001,388.2763328823252,315.8901061378952,94.18353555034017,147.81524822715198,66.10511800238865,24.985556151484253,70.92955689895841,10.0,2021,5,13,133,3,2,0,0,0,1.0
2021-05-14,WELL_001,458.08165937858314,323.5719509590559,98.23842712282615,153.93375850226275,41.6456920151292,19.699060449717038,70.19366137494316,11.320026777836098,2021,5,14,134,4,2,0,0,0,1.0
2021-05-15,WELL_001,352.3399094594788,175.70626642399722,105.2693732946516,169.4557465617664,58.17257624119646,22.153091429456946,53.46409939733487,10.0,2021,5,15,135,5,2,0,0,0,1.0
2021-05-16,WELL_001,464.08204822578926,209.3298327211029,94.66838643014816,164.15904170066372,55.95368219286935,38.04459043657219,120.0,24.535247680351056,2021,5,16,136,6,2,0,0,0,1.0
2021-05-17,WELL_001,403.5936018448693,298.8416224546476,87.88769278679473,173.60135102799822,68.2416827072087,22.368555584948744,93.49859617145052,12.778057635096662,2021,5,17,137,0,2,0,0,0,1.0
2021-05-18,WELL_001,425.0372317707446,350.0,96.74950726615079,180.82065243720913,49.3694356982361,37.121061617934906,87.32100575027185,10.0,2021,5,18,138,1,2,0,0,0,1.0
2021-05-19,WELL_001,476.8282747816351,265.22140620374773,92.93681305327495,207.1328569587472,78.2577516893759,33.01530885048206,68.06983348975064,10.0,2021,5,19,139,2,2,0,0,0,1.0
2021-05-20,WELL_001,385.52110576047204,277.6173312934081,94.58333889418356,171.04614294265582,59.687587206361634,39.79232035358022,83.98646326410913,15.862729285907566,2021,5,20,140,3,2,0,0,0,1.0
2021-05-21,WELL_001,451.83569705718577,248.5741006802503,99.22472820312015,186.68226435294397,39.330694430573615,71.0783543472391,78.08139893967159,19.637189149799873,2021,5,21,141,4,2,0,0,0,1.0
